ANO;TRIMESTRE;RAZAO_SOCIAL;NOME_FANTASIA;CNPJ;PORTE;DATA_INICIO_OPERACAO;SITUACAO;ATIVIDADE;CEP;UF;LOCALIDADE;BAIRRO;LOGRADOURO;DATA_GERACAO_CERTIFICADO;DATA_VALIDADE_CERTIFICADO;CODIGO_CERTIFICADO;CODIGO_DESCRICAO_CNAE;NATUREZA_JURIDICA
2021;1;JANAINA DA SILVA L MELO;Farreiro Bar;15.212.363/0001-68;MICROEMPRESA;16/03/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;55038-700;PE;Caruaru;Boa Vista;João Soares de Lira;13/08/2020 09:00;13/08/2022 09:00;15.212.363/0001-68;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;JANAINA DA SILVA L MELO;Beer Baar;15.212.363/0002-49;MICROEMPRESA;31/01/2020;Em Operação;Restaurante, Cafeteria, Bar e Similares;55016-430;PE;Caruaru;Universitário;Amazonas;13/08/2020 09:03;13/08/2022 09:03;15.212.363/0002-49;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;MARIA JOSE DA CONCEICAO 93251815415;RESTAURANTE MARIA 30;15.383.436/0001-84;MICROEMPRESA;18/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;nazare ;23/11/2020 16:21;23/11/2022 16:21;15.383.436/0001-84;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;ADEMILDO ANGELO DE MORAES 16587430406;ADEMILDO ANGELO DE MORAES;15.383.511/0001-07;MICROEMPRESA;18/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;55295-475;PE;Garanhuns;Heliópolis;Júlio Brasileiro;20/07/2020 09:19;20/07/2022 09:19;15.383.511/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;RESTAURANTES MARACAJU LTDA;RESTAURANTES MARACAJU;15.464.799/0001-44;DEMAIS;27/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;51020-260;PE;Recife;Boa Viagem;Félix de Brito Melo;24/08/2020 11:42;24/08/2022 11:42;15.464.799/0001-44;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;RESTAURANTES MARACAJU LTDA;RESTAURANTES MARACAJU;15.464.799/0002-25;DEMAIS;27/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;165, R. K - Porto de Galinhas, Ipojuca - PE, 55590-000;24/08/2020 13:02;24/08/2022 13:02;15.464.799/0002-25;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;RESTAURANTES MARACAJU LTDA;RESTAURANTES MARACAJU;15.464.799/0003-06;DEMAIS;11/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;51020-260;PE;Recife;Boa Viagem;Félix de Brito Melo, 382;24/08/2020 13:03;24/08/2022 13:03;15.464.799/0003-06;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;AYRON CARVALHO DE ARAUJO JUNIOR;HOTEL CRUZEIRO;15.536.838/0001-71;MICROEMPRESA;03/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;55200-000;PE;Pesqueira; - ;PRAÇA MANOEL CAETANO DE BRITO;17/12/2020 15:49;17/12/2022 15:49;15.536.838/0001-71;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;MARIA JOSE GOMES RESTAURANTE;Bar e Restaurante O Guaiamum;15.737.374/0001-61;MICROEMPRESA;19/06/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;Estrada de Calhetas, 20 - Lot. Águas Compridas;20/11/2020 11:28;20/11/2022 11:28;15.737.374/0001-61;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;MACAMBIRA COMERCIO DE ALIMENTOS LTDA;BARRETUS GRILL;16.843.838/0001-87;DEMAIS;05/09/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56308-155;PE;Petrolina;Atrás da Banca;Cardoso de Sá;10/09/2019 13:39;10/09/2021 13:39;16.843.838/0001-87;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;IBS COMERCIO DE ALIMENTOS EIRELI;RESTAURANTE CASA AMARELA;17.056.827/0001-10;EMPRESA DE PEQUENO PORTE;24/10/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;50020-340;PE;Recife;São José;do Nogueira;04/09/2019 15:14;04/09/2021 15:14;17.056.827/0001-10;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;EBPE COMERCIO DE ALIMENTOS LTDA;EMPADINHAS BARNABE;17.119.699/0001-06;EMPRESA DE PEQUENO PORTE;06/11/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;51020-280;PE;Recife;Boa Viagem;Padre Carapuceiro;14/05/2020 13:24;14/05/2022 13:24;17.119.699/0001-06;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Sociedade Empresária Limitada
2021;1;MARIA DO SOCORRO TORRES DE SA;REI DO CHURRASCO;17.286.342/0001-12;MICROEMPRESA;11/12/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;03/10/2019 08:06;03/10/2021 08:06;17.286.342/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;GENTILE PIZZARIA & CHURRASCARIA LTDA;PIZZARIA PAULISTA;17.411.563/0001-75;MICROEMPRESA;15/01/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Rua Beijupira Pprto de Galinhas;08/06/2020 07:49;08/06/2022 07:49;17.411.563/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;LIDIANE MARIA DE OLIVEIRA 06251223480;COCO VERDE;17.526.079/0001-91;MICROEMPRESA;04/02/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;34;27/11/2020 14:31;27/11/2022 14:31;17.526.079/0001-91;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;MARIA GORETE SOCORRO DE SOUZA 03703788496;PILEQUINHO;18.088.083/0001-88;MICROEMPRESA;10/05/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56480-000;PE;Tacaratu; - ;rua da matrix;06/01/2020 12:35;06/01/2022 12:35;18.088.083/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;ELPP COMERCIO DE ALIMENTOS EIRELI;Restaurante Ponte Nova;19.017.808/0001-00;EMPRESA DE PEQUENO PORTE;07/10/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;52011-070;PE;Recife;Graças;do Cupim, 172;24/03/2021 10:42;24/03/2023 10:42;19.017.808/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;LA FLEUR RESORT HOTEL LTDA;LA FLEUR SAMOA RESORT;19.157.431/0001-94;DEMAIS;29/10/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Rua Estrada de Muro Alto SN;19/06/2020 10:34;19/06/2022 10:34;19.157.431/0001-94;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;ANA PAULA BESERRA GOMES;Padaria do Rodeio;19.232.307/0001-46;MICROEMPRESA;11/11/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56903-120;PE;Serra Talhada;São Cristóvão;Miguel Nunes de Souza;23/02/2021 11:15;23/02/2023 11:15;19.232.307/0001-46;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2021;1;DONA SALADA RESTAURANTE E ROTISSERIA EIRELI;DONA SALADA;19.407.911/0001-66;MICROEMPRESA;13/12/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56302-150;PE;Petrolina;Centro;Doutor Júlio de Melo;10/08/2020 10:04;10/08/2022 10:04;19.407.911/0001-66;5611-2/04 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO.;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;BARROS & VALENCA LTDA;RIO TEMAKERIA EXPRESS;19.483.765/0001-58;MICROEMPRESA;08/01/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56302-110;PE;Petrolina;Centro;Cardoso de Sá;23/09/2019 07:59;23/09/2021 07:59;19.483.765/0001-58;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;DANERI COMERCIO DE ALIMENTOS LTDA;LOVE JAPAN;19.787.202/0001-53;EMPRESA DE PEQUENO PORTE;25/02/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;50030-150;PE;Recife;Recife;Alfredo Lisboa;06/08/2020 13:27;06/08/2022 13:27;19.787.202/0001-53;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;JOSEMAR FERREIRA DA SILVA 31910785415;JOSEMAKI SUSHI;19.844.469/0001-35;MICROEMPRESA;10/03/2014;Em Implantação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Rua São Miguel;26/05/2020 10:33;26/05/2022 10:33;19.844.469/0001-35;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;VINICIUS FERNANDES FERREIRA 09364970411;ARENA SPORTES BAR;19.904.736/0001-12;MICROEMPRESA;19/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Avenida José Bezerra Sobrinho ;12/03/2021 11:18;12/03/2023 11:18;19.904.736/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;ESTEFANE SILVA G BARBOSA EVENTOS;DANTAS RESTAURANTE;20.390.187/0001-94;MICROEMPRESA;05/06/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56304-440;PE;Petrolina;Centro;da Simpatia;11/10/2019 13:49;11/10/2021 13:49;20.390.187/0001-94;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;SAVIO DE GODOY VASCONCELLOS;NA LADEIRA;20.712.680/0001-83;MICROEMPRESA;25/07/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53020-170;PE;Ipojuca;Carmo;Treze de Maio;03/07/2020 11:47;03/07/2022 11:47;20.712.680/0001-83;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;LOS IRMAOS BARRETO LTDA;GRATIN;20.764.915/0001-80;MICROEMPRESA;04/08/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;rua das piscinas naturais;11/05/2020 10:13;11/05/2022 10:13;20.764.915/0001-80;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;DIEGO PINHEIRO BARBOSA DE CARVALHO;Tunas clube;21.027.338/0001-07;MICROEMPRESA;12/09/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56912-550;PE;Serra Talhada;AABB;Custódio Conrrado de Lorena e Sá;05/02/2020 10:21;05/02/2022 10:21;21.027.338/0001-07;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2021;1;L M N JARDIM RESTAURANTE;BEIJUPIRA;21.062.348/0001-83;MICROEMPRESA;18/09/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;54522-005;PE;Cabo de Santo Agostinho;Paiva;Avenida A, 4616;08/06/2020 12:10;08/06/2022 12:10;21.062.348/0001-83;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;JANDIRA DAS MERCES DE SOUZA;RESTAURANTE FELIX;21.216.743/0001-73;MICROEMPRESA;14/10/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;RUA SÃO FRANCISCO, 184;21/01/2020 11:44;21/01/2022 11:44;21.216.743/0001-73;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;BARAO DA ILHA COMERCIO DE ALIMENTOS LTDA;BARAO DA ILHA;21.261.974/0001-07;MICROEMPRESA;21/10/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53900-000;PE;Ilha de Itamaracá; - ;Rod Pe 01,bairro de São Paulo, 182;04/04/2019 08:02;04/04/2021 08:02;21.261.974/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;CAVALCANTI E ARAUJO BAR E RESTAURANTE LTDA;FULANNO COMES E BEBES;21.463.200/0001-50;MICROEMPRESA;24/11/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;55014-000;PE;Caruaru;Maurício de Nassau;Agamenon Magalhães;14/05/2020 08:10;14/05/2022 08:10;21.463.200/0001-50;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;ANA CLAUDIA CARDOSO DE LIMA;RESTAURANTE E PIZZARIA DO CABECA;21.473.987/0001-31;MICROEMPRESA;26/11/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;39-111;26/11/2020 15:29;26/11/2022 15:29;21.473.987/0001-31;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;FRANCISCO AFONSO DA SILVA NETO 02440356441;LEVE PIZZA;21.662.102/0001-42;MICROEMPRESA;12/01/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;56800-000;PE;Afogados da Ingazeira; - ;AV RIO BRANCO, 177;23/05/2019 07:20;23/05/2021 07:20;21.662.102/0001-42;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;NATHAN MAURILIO FABRICIO SILVA 10446094439;PIZZARIA DOIS IRMAOS;21.730.077/0001-97;MICROEMPRESA;22/01/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;55180-000;PE;Jataúba; - ;Avenida José Lopes de Siqueira - Centro;05/07/2019 08:59;05/07/2021 08:59;21.730.077/0001-97;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2021;1;M. R TRANSPORTE AQUAVIARIO EIRELI;CATAMARA AGUA VIVA;22.022.467/0001-75;MICROEMPRESA;11/03/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;55580-000;PE;Sirinhaém; - ;Rua Alberico Francisco da Cruz;13/07/2020 10:23;13/07/2022 10:23;22.022.467/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;AVEIRO RESTAURANTE E BAR EIRELI;TIO ARMENIO;22.333.191/0001-46;EMPRESA DE PEQUENO PORTE;27/04/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;55024-740;PE;Caruaru;Indianópolis;Adjar da Silva Casé;17/08/2020 10:51;17/08/2022 10:51;22.333.191/0001-46;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;ANTONIO PEDRO PINA DIDIER;Restaurante Bejupirá;22.873.519/0001-17;EMPRESA DE PEQUENO PORTE;17/07/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Rua Beijupirá, s/n - Sala A - Porto de Galinhas  ;08/06/2020 11:01;08/06/2022 11:01;22.873.519/0001-17;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;JOAO JOSE DA ROSA NETO 10279443455;BAR E RESTAURANTE O PESCADOR;23.075.775/0001-21;MICROEMPRESA;17/08/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;DELEGADO DR RICARDO JOSE VARJAL DE MELO;04/09/2020 09:36;04/09/2022 09:36;23.075.775/0001-21;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;VOCE TEM FOME DE QUE RESTAURANTE EIRELI;VOCE TEM FOME DE QUE;23.182.830/0001-82;MICROEMPRESA;31/08/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;53401-460;PE;Paulista;Centro;Marechal Floriano Peixoto;21/04/2020 06:49;21/04/2022 06:49;23.182.830/0001-82;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;D'COMER  EIRELI;D'COMER;23.480.837/0001-80;EMPRESA DE PEQUENO PORTE;16/10/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;53030-010;PE;Olinda;Bairro Novo;Presidente Getúlio Vargas;19/08/2020 07:45;19/08/2022 07:45;23.480.837/0001-80;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;AGRA ALIMENTACAO LTDA;BERA D AGUA BODODROMO;23.673.341/0001-23;MICROEMPRESA;16/11/2015;Em Operação;Restaurante, Cafeteria, Bar e Similares;56330-095;PE;Petrolina;Areia Branca;São Francisco;12/09/2019 13:10;12/09/2021 13:10;23.673.341/0001-23;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;MARCIO ALVES DA SILVA COMERCIO DE ALIMENTOS;BARRACA;23.980.086/0003-23;MICROEMPRESA;07/11/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;RUA DA ESPERANÇA, 430, VILA DO PORTO, IPOJUCA, PE, 55590000, BRASIL;18/05/2020 09:46;18/05/2022 09:46;23.980.086/0003-23;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;MATHEUS CARVALHO RODRIGUEZ GUISANDE;CARRANCA GULOSA;24.060.536/0001-60;MICROEMPRESA;27/01/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56334-899;PE;Petrolina;Área Rural de Petrolina;Rural;14/08/2020 15:45;14/08/2022 15:45;24.060.536/0001-60;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;DCS RESTAURANTE E EVENTOS EIRELI;DCS RESTAURANTE;24.485.594/0001-36;EMPRESA DE PEQUENO PORTE;30/03/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;51011-000;PE;Recife;Pina;Boa Viagem;15/05/2020 08:42;15/05/2022 08:42;24.485.594/0001-36;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;DCS RESTAURANTE E EVENTOS EIRELI;ACARA GASTRONOMIA E EVENTOS;24.485.594/0002-17;EMPRESA DE PEQUENO PORTE;10/08/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;51011-000;PE;Recife;Pina;Boa Viagem;15/05/2020 08:41;15/05/2022 08:41;24.485.594/0002-17;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;ATLANTICO SUL EMPREENDIMENTOS LTDA;Pousada Morena;24.556.300/0001-10;DEMAIS;06/03/1990;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Rua Nice Cordeiro, 2600;21/09/2020 11:04;21/09/2022 11:04;24.556.300/0001-10;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;JOSEILDO MORAIS VERAS 12751863434;SABOR DA TERRA;24.762.980/0001-28;MICROEMPRESA;10/05/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56780-000;PE;Tabira; - ;av. Raul pereira amorim 86 centro;07/06/2019 07:46;07/06/2021 07:46;24.762.980/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;WANDERLEYA MARCULA DA SILVA 05490780452;BUTECO DO MEU BICHINHO;26.363.332/0001-24;MICROEMPRESA;17/10/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56440-000;PE;Belém do São Francisco; - ;Rua Antônio de Sá Araújo;13/06/2019 08:39;13/06/2021 08:39;26.363.332/0001-24;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;ADRIANA DOS SANTOS CONCEICAO;VELHO CHICO;26.466.381/0001-92;MICROEMPRESA;01/11/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56440-000;PE;Belém do São Francisco; - ;Rua Antônio de Sá, 80 - Centro;21/05/2019 09:08;21/05/2021 09:08;26.466.381/0001-92;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;VANUZIA PEREIRA DA SILVA 03652417410;BAR E RESTAURANTE TIA VANA;26.607.313/0001-04;MICROEMPRESA;25/11/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;56440-000;PE;Belém do São Francisco; - ;Rua Antônio de Sá Araújo;22/05/2019 14:11;22/05/2021 14:11;26.607.313/0001-04;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;MFM RECIFE ALIMENTOS EIRELI;CAFE MIRO RECIFE UNICAP;26.728.455/0001-11;MICROEMPRESA;16/12/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;50050-130;PE;Recife;Santo Amaro;Afonso Pena;06/08/2020 12:59;06/08/2022 12:59;26.728.455/0001-11;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;CAFE DO MERCADO RESTAURANTE E LANCHONETE LTDA;CAFE DO MERCADO;26.757.274/0001-13;EMPRESA DE PEQUENO PORTE;23/12/2016;Em Operação;Restaurante, Cafeteria, Bar e Similares;50020-290;PE;Recife;São José;das Calçadas;04/09/2019 15:14;04/09/2021 15:14;26.757.274/0001-13;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;SUPER GOOD FOOD LTDA;DONA FLORINDA TEX MEX FOOD;26.788.110/0001-53;MICROEMPRESA;03/01/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;52061-060;PE;Recife;Casa Forte;Jáder de Andrade;22/01/2021 13:48;22/01/2023 13:48;26.788.110/0001-53;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;FABIENNE FEITOSA DE MELO SOUZA 02678506460;DELLICATA;26.810.454/0001-11;MICROEMPRESA;05/01/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56820-000;PE;Carnaíba; - ;rua José Martins;25/04/2019 13:40;25/04/2021 13:40;26.810.454/0001-11;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2021;1;OTAVIO V DO NASCIMENTO NETO;FLOWERS CULINARIA ORIENTAL;26.935.380/0001-40;MICROEMPRESA;24/01/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56800-000;PE;Afogados da Ingazeira; - ;Rua professor Vera Cruz 08;06/05/2019 07:20;06/05/2021 07:20;26.935.380/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;D.S DANTAS EIRELI;NA PRACA EVENTOS E BUFFET;27.068.439/0001-02;MICROEMPRESA;09/02/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;52061-200;PE;Recife;Poço;Real do Poço;13/08/2020 08:59;13/08/2022 08:59;27.068.439/0001-02;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;FRANCISCO DAS CHAGAS LIMA PIZZARIA;PIZZARIA PAULISTA;27.227.865/0001-41;MICROEMPRESA;06/03/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56800-000;PE;Afogados da Ingazeira; - ;Travessa 01 Tancredo Neves, 45;27/05/2019 07:28;27/05/2021 07:28;27.227.865/0001-41;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;MARIA TEREZA CAVALCANTI PESSOA DE ALBUQUERQUE 86415522434;POUSADA E RESTAURANTE ALTO DA SERRA;27.432.196/0001-40;MICROEMPRESA;31/03/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55680-000;PE;Bonito; - ;Rodovia PE 103 km 08;28/08/2019 07:49;28/08/2021 07:49;27.432.196/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2021;1;BRUNO AMISTERDAN ARRUDA 05028636419;PINA COCKTAILS E CO;27.532.160/0001-38;MICROEMPRESA;13/04/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;51011-040;PE;Recife;Pina;Estudante Jeremias Bastos;27/08/2020 13:50;27/08/2022 13:50;27.532.160/0001-38;5611-2/04 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO.;Empresário Individual
2021;1;M. DE OLIVEIRA DIDIER;BEIJUPIRA MURO ALTO;27.611.192/0001-29;MICROEMPRESA;27/04/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Estrada de Acesso a Muro Alto, s/n - Muro Alto;10/06/2020 10:56;10/06/2022 10:56;27.611.192/0001-29;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;JEFFERSON SCHIMENES MAGALHAES SA;BAR DO SCHIMENES;27.766.364/0001-33;MICROEMPRESA;18/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56903-490;PE;Serra Talhada;Nossa Senhora da Penha;Manoel Pereira da Silva;26/02/2021 06:40;26/02/2023 06:40;27.766.364/0001-33;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2021;1;BELISCOS CAFE BISTRO EIRELI;BELISCOS CAFE BISTRO;27.839.368/0001-02;MICROEMPRESA;29/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;54735-230;PE;São Lourenço da Mata;Centro;Dez de Janeiro;11/08/2020 14:37;11/08/2022 14:37;27.839.368/0001-02;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;SABOR DA TENDA COMERCIAL DE ALIMENTOS EIRELI;SABOR DA TENDA;27.921.226/0001-81;MICROEMPRESA;07/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;50781-720;PE;Recife;Jardim São Paulo;Alfredo Rolim;14/05/2020 09:29;14/05/2022 09:29;27.921.226/0001-81;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2021;1;MIRACULO TURISMO E RECEPTIVO LTDA;MIRACULO TURISMO E RECEPTIVO;27.945.482/0001-09;MICROEMPRESA;12/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55565-000;PE;São José da Coroa Grande; - ;GAMELEIRA;11/06/2020 10:55;11/06/2022 10:55;27.945.482/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2021;1;CMA BUFFET E BANQUETERIA EIRELI;VILLAGIO RESTAURANTE E EVENTOS;27.963.709/0001-49;EMPRESA DE PEQUENO PORTE;14/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;54410-010;PE;Jaboatão dos Guararapes;Piedade;Bernardo Vieira de Melo;27/04/2020 07:33;27/04/2022 07:33;27.963.709/0001-49;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
